;;Rotterdam;682;850;834;780;729;1,2;1,5;1,4;1,3;1,2

;;2.5.2 aangiften winkeldiefstal;;;;;;;;;;
;;;absoluut;;;;;genormaliseerd;;;;
;;;2006;2007;2008;2009;2011;2006;2007;2008;2009;2011
;;Pernis;0;0;0;1;0;0;0;0;28,6;0
;;Rotterdam;1377;1227;1004;1050;775;263,1;178,9;147,7;156,6;122

;;1.6.2 aangiften overige vermogensdelicten;;;;;;;;;;
;;;absoluut;;;;;genormaliseerd;;;;
;;;2006;2007;2008;2009;2011;2006;2007;2008;2009;2011
;;Pernis;29;29;34;33;49;6,2;6,1;7,2;6,9;10,2
;;Rotterdam;6743;6410;6346;6196;7209;11,5;11;10,9;10,6;12,1

Drugsoverlast;;;;;;;;;;;;

;;buurtprobleem drugsoverlast;;;;;;;;;;
;;% vaak;2006;2007;2008;2009;2011;;;;;
;;Pernis;6,2;6,4;7,6;7,5;5,5;;;;;
;;Rotterdam;8,2;6,7;9,9;10,2;10,1;;;;;

;;2.1.1 meldingen drugsoverlast;;;;;;;;;;
;;;absoluut;;;;;genormaliseerd;;;;
;;% vaak;2006;2007;2008;2009;2011;2006;2007;2008;2009;2011
;;Pernis;4;2;2;2;3;0,8;0,4;0,4;0,4;0,6
;;Rotterdam;1242;1135;1071;1022;726;2,1;2;1,8;1,7;1,2

Geweld;;;;;;;;;;;;

;;buurtprobleem bedreiging;;;;;;;;;;
;;% vaak;2006;2007;2008;2009;2011;;;;;
;;Pernis;0,6;1,9;1,1;3,1;2,2;;;;;
;;Rotterdam;3,3;3,1;4,5;4,8;5,8;;;;;

;;buurtprobleem geweldsdelicten;;;;;;;;;;
;;% vaak;2006;2007;2008;2009;2011;;;;;
;;Pernis;1,1;1,9;1,3;1,8;1,6;;;;;
;;Rotterdam;3,9;3,7;4,6;4,7;5,9;;;;;

;;buurtprobleem tasjesroof;;;;;
;;% vaak;2006;2007;2008;2009;2011
;;Pernis;0;1,3;0;0,4;0,5
;;Rotterdam;3,2;2,8;3,4;3;3,4

;;slachtofferschap tasjesroof met geweld;;;;;
;;% slachtofferschap;2006;2007;2008;2009;2011
;;Pernis;0;0,6;0;0;0
;;Rotterdam;0,5;0,5;0,3;0,2;0,2

;;slachtofferschap tasjesroof zonder geweld;;;;;
;;% slachtofferschap;2006;2007;2008;2009;2011
;;Pernis;0;0;0,2;0,2;1
;;Rotterdam;1,3;1,3;1,3;1,2;1,2

;;slachtofferschap bedreiging met geweld;;;;;
;;% slachtofferschap;2006;2007;2008;2009;2011;;;;;
;;Pernis;2,3;0,6;2,9;5,7;4,3;;;;;
;;Rotterdam;2,8;2,6;2,8;2,9;3,1;;;;;

;;slachtofferschap mishandeling;;;;;;;;;;
;;% slachtofferschap;2006;2007;2008;2009;2011;;;;;
;;Pernis;0;0;0,3;0;0,7;;;;;
;;Rotterdam;0,4;0,5;0,8;0,4;0,8;;;;;

;;1.4.1 aangiften zedenmisdrijven;;;;;;;;;;
;;;absoluut;;;;;genormaliseerd;;;;
;;;2006;2007;2008;2009;2011;2006;2007;2008;2009;2011
;;Pernis;4;1;2;2;1;0,8;0,2;0,4;0,4;0,2
;;Rotterdam;474;433;376;352;236;0,8;0,7;0,6;0,6;0,4

;;1.4.3 aangiften openlijke geweldpleging tegen personen;;;;;;;;;;
;;;absoluut;;;;;genormaliseerd;;;;
;;;2006;2007;2008;2009;2011;2006;2007;2008;2009;2011
;;Pernis;2;1;5;0;4;0,4;0,2;1,1;0;0,8
;;Rotterdam;637;700;621;620;508;1,1;1,2;1,1;1,1;0,9

;;1.4.6 aangiften straatroof;;;;;;;;;;
;;;absoluut;;;;;genormaliseerd;;;;
;;;2006;2007;2008;2009;2011;2006;2007;2008;2009;2011
;;Pernis;5;1;2;4;4;1,1;0,2;0,4;0,8;0,8
;;Rotterdam;1484;1262;1161;992;1018;2,5;2,2;2;1,7;1,7

;;1.4.7 aangiften overval;;;;;;;;;;
;;;absoluut;;;;;genormaliseerd;;;;
;;;2006;2007;2008;2009;2011;2006;2007;2008;2009;2011
;;Pernis;0;2;2;2;0;0;0,4;0,4;0,4;0
;;Rotterdam;212;245;304;295;235;0,4;0,4;0,5;0,5;0,4

;;1.4.4 meldingen bedreiging;;;;;;;;;;
;;;absoluut;;;;;genormaliseerd;;;;
;;;2006;2007;2008;2009;2011;2006;2007;2008;2009;2011
;;Pernis;8;12;9;9;9;1,7;2,5;1,9;1,9;1,9
;;Rotterdam;1723;1742;1591;1488;1287;2,9;3;2,7;2,5;2,2

;;1.4.5 meldingen mishandeling;;;;;;;;;;
;;;absoluut;;;;;genormaliseerd;;;;
;;;2006;2007;2008;2009;2011;2006;2007;2008;2009;2011
;;Pernis;51;45;41;36;38;10,8;9,5;8,7;7,5;7,9
;;Rotterdam;10335;10639;10667;10882;9915;17,6;18,3;18,4;18,6;16,7

Inbraak;;;;;;;;;;;;

;;buurtprobleem woninginbraak;;;;;;;;;;
;;% vaak;2006;2007;2008;2009;2011;
;;Pernis;13;7,6;16,7;9,3;8,8;
;;Rotterdam;12,9;12;12,1;11,1;13,5;

;;slachtofferschap poging tot inbraak;;;;;;
;;% slachtofferschap;2006;2007;2008;2009;2011;
;;Pernis;2,3;1,9;2;2,2;2,7;
;;Rotterdam;3,5;3,1;3;2,5;2,8;

;;slachtofferschap woninginbraak;;;;;;
;;% slachtofferschap;2006;2007;2008;2009;2011;
;;Pernis;0;0;0,9;0,9;1,1;
;;Rotterdam;2;2;2;1,4;1,3;

;;1.1.1 aangiften woninginbraak;;;;;;
;;;absoluut;;;;;genormaliseerd
;;;2006;2007;2008;2009;2011;2006;2007;2008;2009;2011
;;Pernis;11;9;26;23;21;5,5;4,4;12,8;11,1;10,1
;;Rotterdam;4420;3779;4018;3756;3787;16,4;14;14,9;13,8;13,7

;;1.1.2 aangiften inbraak in garages, schuren en tuinhuizen;;;;;;;;;;
;;;absoluut;;;;;genormaliseerd;;;;
;;;2006;2007;2008;2009;2011;2006;2007;2008;2009;2011
;;Pernis;4;7;7;4;4;2;3,5;3,4;1,9;1,9
;;Rotterdam;2629;1881;1746;1595;1295;9,8;7;6,5;5,8;4,7

;;2.5.1 aangiften inbraak in bedrijven/instellingen;;;;;;;;;;
;;;absoluut;;;;;genormaliseerd;;;;
;;;2006;2007;2008;2009;2011;2006;2007;2008;2009;2011
;;Pernis;17;30;22;11;7;141,7;234,4;158,3;79,1;50
;;Rotterdam;2730;2271;1957;1947;1237;132,4;108,7;90,9;89,2;55,2

Vandalisme;;;;;;;

;;buurtprobleem bekladding muren/gebouwen;;;;;
;;% vaak;2006;2007;2008;2009;2011
;;Pernis;10,7;13,3;14,6;7,8;6,1
;;Rotterdam;14,3;14,9;18,7;17;13,9

;;buurtprobleem vernieling telefooncellen/bus- of tramhokjes ;;;;;
;;% vaak;2006;2007;2008;2009;2011
;;Pernis;36,7;36,8;34,9;19,1;13,3
;;Rotterdam;18,6;17,7;19,4;16,2;11,8

;;slachtofferschap overige beschadiging/vernieling;;;;;
;;% slachtofferschap;2006;2007;2008;2009;2011
;;Pernis;1,1;3,2;6,8;7,4;5
;;Rotterdam;3,7;2,7;8,1;7,3;6,5

;;2.2.1 meldingen vernieling cq zaakbeschadiging;;;;;;;;;;
;;;absoluut;;;;;genormaliseerd;;;;
;;;2006;2007;2008;2009;2011;2006;2007;2008;2009;2011
;;Pernis;39;35;28;16;12;8,3;7,4;5,9;3,3;2,5
;;Rotterdam;3972;3999;3803;3203;2376;6,8;6,9;6,6;5,5;4

;;meldingen kleine buitenbranden;;;;;;;;;;
;;;absoluut;;;;;genormaliseerd;;;;
;;;2006;2007;2008;2009;2011;2006;2007;2008;2009;2011
;;Pernis;6;16;6;5;7;0,4;1;0,4;0,3;0,4
;;Rotterdam;967;970;900;849;556;0,7;0,7;0,7;0,6;0,4

Overlast;;;;;;;;;;;;

;;buurtprobleem overlast van groepen jongeren;;;;;;;;;;
;;% vaak;2006;2007;2008;2009;2011;
;;Pernis;9;17,1;14,3;10,5;11,5;
;;Rotterdam;14,3;14;19,1;20,1;20;

;;buurtprobleem dronken mensen op straat;;;;;;
;;% vaak;2006;2007;2008;2009;2011;
;;Pernis;4,9;5,7;9,6;8,9;8,8;
;;Rotterdam;5,4;5;8,7;10,5;11,1;

;;buurtprobleem lastig gevallen worden op straat;;;;;;
;;% vaak;2006;2007;2008;2009;2011;
;;Pernis;0,6;0;1,1;1,8;3,3;
;;Rotterdam;3,1;2,6;5,6;6,2;6,4;

;;2.4.1 meldingen burengerucht (relatieproblemen);;;;;;
;;;absoluut;;;;;genormaliseerd
;;;2006;2007;2008;2009;2011;2006;2007;2008;2009;2011
;;Pernis;57;64;78;87;44;12,1;13,5;16,5;18,1;9,2
;;Rotterdam;15483;15318;16151;16936;16299;26,4;26,3;27,8;29;27,4

;;2.7.1 meldingen overlast;;;;;;;;;;
;;;absoluut;;;;;genormaliseerd;;;;
;;;2006;2007;2008;2009;2011;2006;2007;2008;2009;2011
;;Pernis;80;77;56;44;29;17;16,3;11,8;9,1;6,1
;;Rotterdam;11983;10454;9484;9740;8323;20,4;18;16,3;16,7;14

Schoon en heel;;;;;;;;;;;;

;;buurtprobleem vervuiling op straat;;;;;;;;;;
;;% vaak;2006;2007;2008;2009;2011;;;;;
;;Pernis;18;14,5;19,3;16,3;14,3;;;;;
;;Rotterdam;33,8;32,9;36,3;36;33,9;;;;;

;;buurtprobleem hondenpoep op straat;;;;;
;;% vaak;2006;2007;2008;2009;2011
;;Pernis;50,7;53,1;41,8;44,1;41,7
;;Rotterdam;38,1;35,9;36,5;35,1;32,4

;;buurtprobleem vuil naast de container;;;;;
;;% vaak;2006;2007;2008;2009;2011
;;Pernis;2,8;1,3;5;7,2;3,9
;;Rotterdam;23,9;23,6;37,1;37,5;35,9

;;buurtprobleem wildplassen;;;;;
;;% vaak;2006;2007;2008;2009;2011
;;Pernis;1,6;2,5;5,9;10,2;7,8
;;Rotterdam;9,9;9,3;18;19,3;17,9

;;buurtprobleem gaten of verzakkingen in de bestrating;;;;;;;;;;
;;% vaak;2006;2007;2008;2009;2011;;;;;
;;Pernis;33,3;35,5;22,8;30,4;15,9;;;;;
;;Rotterdam;21,7;21,2;26,5;25,4;23,5;;;;;

;;buurtprobleem vernield of kapot straatmeubilair;;;;;;;;;;
;;% vaak;2006;2007;2008;2009;2011;;;;;
;;Pernis;10,7;14;10,5;13;7,2;;;;;
;;Rotterdam;8;8;13;12,8;10,4;;;;;

;;score op de productnormering;;;;;;;;;;
;;;Schoon;;;;;Heel;;;;
;;;2006;2007;2008;2009;2011;2006;2007;2008;2009;2011
;;Pernis;4,4;4,6;4,7;4,6;4,6;3,7;3,8;3,9;3,9;4,8
;;Rotterdam;4,1;4,2;4,2;4,4;4,5;3,7;3,7;3,7;3,9;4,1

Verkeer;;;;;;;

;;buurtprobleem aanrijdingen;;;;;
;;% vaak;2006;2007;2008;2009;2011
;;Pernis;1,1;1,9;3,5;1,4;1,1
;;Rotterdam;6,2;4,9;8,9;9,8;9

;;buurtprobleem agressief verkeersgedrag;;;;;
;;% vaak;2006;2007;2008;2009;2011
;;Pernis;13;7;13,2;12,4;4,9
;;Rotterdam;21,1;19,5;19,5;20,2;18,9

;;slachtofferschap aanrijding met doorrijden;;;;;
;;% slachtofferschap;2006;2007;2008;2009;2011
;;Pernis;0;1,3;1,3;0,5;2,4
;;Rotterdam;0,8;0,8;0,8;0,9;1

;;slachtofferschap aanrijding zonder doorrijden;;;;;;;;;;
;;% slachtofferschap;2006;2007;2008;2009;2011;;;;;
;;Pernis;1,7;3,2;4,7;3,3;2,6;;;;;
;;Rotterdam;2;2,3;3,1;3,3;3;;;;;

;;1.3.1 meldingen verkeersongevallen;;;;;;;;;;
;;;absoluut;;;;;genormaliseerd;;;;
;;;2006;2007;2008;2009;2011;2006;2007;2008;2009;2011
;;Pernis;22;15;21;12;22;4,7;3,2;4,4;2,5;4,6
;;Rotterdam;10352;10242;9755;9636;7830;17,7;17,6;16,8;16,5;13,2

Overig;;;;;;;;;;;;

;;tevredenheid met het wonen in de buurt ;;;;;;;;;;
;;% (zeer) tevreden;2006;2007;2008;2009;2011;;;;;
;;Pernis;82;87,4;85,8;86,5;89,7
;;Rotterdam;79,4;79,9;75;73,4;74,4



;;;;;;;
;;;;;;;



;;;;;;;
;;;;;;;



;;;;;;;
;;;;;;;



;;;;;;;
;;;;;;;



;;;;;;;
;;;;;;;



;;;;;;;
;;;;;;;



;;;;;;;
;;;;;;;
